X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.832000E+01   0.832000E+01   0.712400E+04   0.712400E+04   0.707051E+04   0.534923E+02   0.257116E+00
   0.498000E+01   0.498000E+01   0.347700E+04   0.347700E+04   0.357254E+04  -0.955429E+02  -0.751716E+00
   0.207000E+01   0.207000E+01   0.147700E+04   0.147700E+04   0.133451E+04   0.142488E+03   0.156453E+01
   0.735000E+01   0.735000E+01   0.577200E+04   0.577200E+04   0.596173E+04  -0.189733E+03  -0.107074E+01
   0.740000E+01   0.740000E+01   0.585400E+04   0.585400E+04   0.601709E+04  -0.163093E+03  -0.911106E+00
   0.747000E+01   0.747000E+01   0.586500E+04   0.586500E+04   0.609493E+04  -0.229929E+03  -0.128151E+01
   0.160000E+01   0.160000E+01   0.109800E+04   0.109800E+04   0.105543E+04   0.425731E+02   0.491948E+00
   0.144000E+01   0.144000E+01   0.108800E+04   0.108800E+04   0.966265E+03   0.121735E+03   0.141383E+01
   0.137000E+01   0.137000E+01   0.954000E+03   0.954000E+03   0.928218E+03   0.257824E+02   0.303504E+00
   0.990000E+00   0.990000E+00   0.785000E+03   0.785000E+03   0.732159E+03   0.528413E+02   0.636226E+00
   0.440000E+01   0.440000E+01   0.318200E+04   0.318200E+04   0.306154E+04   0.120459E+03   0.999327E+00
   0.440000E+01   0.440000E+01   0.316400E+04   0.316400E+04   0.306154E+04   0.102459E+03   0.852095E+00
   0.272000E+01   0.272000E+01   0.175800E+04   0.175800E+04   0.176077E+04  -0.277027E+01  -0.289351E-01
   0.270000E+01   0.270000E+01   0.176600E+04   0.176600E+04   0.174698E+04   0.190173E+02   0.198549E+00
   0.682000E+01   0.682000E+01   0.545700E+04   0.545700E+04   0.538715E+04   0.698549E+02   0.412385E+00
   0.681000E+01   0.681000E+01   0.535300E+04   0.535300E+04   0.537652E+04  -0.235206E+02  -0.140607E+00
   0.750000E+01   0.750000E+01   0.626900E+04   0.626900E+04   0.612841E+04   0.140595E+03   0.748470E+00
   0.752000E+01   0.752000E+01   0.620100E+04   0.620100E+04   0.615076E+04   0.502377E+02   0.269401E+00
   0.860000E+01   0.860000E+01   0.743500E+04   0.743500E+04   0.740707E+04   0.279257E+02   0.129611E+00
   0.859000E+01   0.859000E+01   0.735300E+04   0.735300E+04   0.739468E+04  -0.416751E+02  -0.195049E+00
   0.955000E+01   0.955000E+01   0.853700E+04   0.853700E+04   0.868359E+04  -0.146592E+03  -0.605411E+00
   0.955000E+01   0.955000E+01   0.839900E+04   0.839900E+04   0.868359E+04  -0.284592E+03  -0.119026E+01
   0.976000E+01   0.976000E+01   0.863700E+04   0.863700E+04   0.898810E+04  -0.351100E+03  -0.143337E+01
   0.971000E+01   0.971000E+01   0.863800E+04   0.863800E+04   0.891493E+04  -0.276932E+03  -0.113115E+01
   0.148000E+01   0.148000E+01   0.965000E+03   0.965000E+03   0.990636E+03  -0.256365E+02  -0.300614E+00
   0.147000E+01   0.147000E+01   0.101400E+04   0.101400E+04   0.985112E+03   0.288879E+02   0.337426E+00
   0.236000E+01   0.236000E+01   0.172400E+04   0.172400E+04   0.152185E+04   0.202147E+03   0.214019E+01
   0.244000E+01   0.244000E+01   0.177800E+04   0.177800E+04   0.157441E+04   0.203590E+03   0.213691E+01
   0.255000E+01   0.255000E+01   0.183400E+04   0.183400E+04   0.164779E+04   0.186205E+03   0.193546E+01
   0.860000E+00   0.860000E+00   0.434000E+03   0.434000E+03   0.671301E+03  -0.237301E+03  -0.273450E+01
   0.870000E+00   0.870000E+00   0.522000E+03   0.522000E+03   0.676067E+03  -0.154067E+03  -0.172174E+01
   0.870000E+00   0.870000E+00   0.559000E+03   0.559000E+03   0.676067E+03  -0.117067E+03  -0.143343E+01
   0.890000E+00   0.890000E+00   0.596000E+03   0.596000E+03   0.685638E+03  -0.896382E+02  -0.109485E+01
   0.108800E+02   0.108800E+02   0.108810E+05   0.108810E+05   0.107354E+05   0.145609E+03   0.487703E+00
   0.109200E+02   0.109200E+02   0.108630E+05   0.108630E+05   0.108011E+05   0.619422E+02   0.207674E+00
   0.111000E+02   0.111000E+02   0.110510E+05   0.110510E+05   0.110994E+05  -0.483871E+02  -0.159657E+00
   0.107500E+02   0.107500E+02   0.106140E+05   0.106140E+05   0.105236E+05   0.904349E+02   0.309584E+00
   0.108700E+02   0.108700E+02   0.108100E+05   0.108100E+05   0.107190E+05   0.909904E+02   0.306451E+00
   0.107400E+02   0.107400E+02   0.104010E+05   0.104010E+05   0.105074E+05  -0.106372E+03  -0.370300E+00
   0.104900E+02   0.104900E+02   0.985100E+04   0.985100E+04   0.101073E+05  -0.256323E+03  -0.935051E+00
   0.993000E+01   0.993000E+01   0.900100E+04   0.900100E+04   0.924548E+04  -0.244484E+03  -0.964412E+00
   0.136000E+01   0.136000E+01   0.104100E+04   0.104100E+04   0.939738E+03   0.101262E+03   0.118253E+01
   0.190000E+01   0.190000E+01   0.103000E+04   0.103000E+04   0.107758E+04  -0.475836E+02  -0.552621E+00
   0.183000E+01   0.183000E+01   0.109500E+04   0.109500E+04   0.103788E+04   0.571186E+02   0.660746E+00
   0.241000E+01   0.241000E+01   0.160100E+04   0.160100E+04   0.160035E+04   0.652623E+00   0.698816E-02
   0.233000E+01   0.233000E+01   0.151200E+04   0.151200E+04   0.154745E+04  -0.354546E+02  -0.384316E+00
   0.261000E+01   0.261000E+01   0.181200E+04   0.181200E+04   0.173556E+04   0.764429E+02   0.794015E+00
   0.562000E+01   0.562000E+01   0.436400E+04   0.436400E+04   0.424196E+04   0.122037E+03   0.841440E+00
   0.551000E+01   0.551000E+01   0.428900E+04   0.428900E+04   0.413586E+04   0.153136E+03   0.106842E+01
   0.553000E+01   0.553000E+01   0.428100E+04   0.428100E+04   0.415508E+04   0.125923E+03   0.879135E+00
   0.550000E+01   0.550000E+01   0.429300E+04   0.429300E+04   0.412627E+04   0.166730E+03   0.116287E+01
   0.551000E+01   0.551000E+01   0.429000E+04   0.429000E+04   0.413586E+04   0.154136E+03   0.107525E+01
   0.520000E+00   0.520000E+00   0.470000E+03   0.470000E+03   0.547219E+03  -0.772186E+02  -0.955929E+00
   0.520000E+00   0.520000E+00   0.453000E+03   0.453000E+03   0.547219E+03  -0.942186E+02  -0.116726E+01
   0.500000E+00   0.500000E+00   0.445000E+03   0.445000E+03   0.538449E+03  -0.934488E+02  -0.115865E+01
   0.790000E+00   0.790000E+00   0.575000E+03   0.575000E+03   0.670873E+03  -0.958732E+02  -0.117323E+01
   0.810000E+00   0.810000E+00   0.567000E+03   0.567000E+03   0.680416E+03  -0.113416E+03  -0.138782E+01
   0.820000E+00   0.820000E+00   0.588000E+03   0.588000E+03   0.685206E+03  -0.972064E+02  -0.118784E+01
   0.130000E+01   0.130000E+01   0.108100E+04   0.108100E+04   0.987166E+03   0.938342E+02   0.108943E+01
   0.134000E+01   0.134000E+01   0.105500E+04   0.105500E+04   0.100935E+04   0.456477E+02   0.530669E+00
   0.440000E+01   0.440000E+01   0.327300E+04   0.327300E+04   0.321512E+04   0.578766E+02   0.472318E+00
   0.346000E+01   0.346000E+01   0.243700E+04   0.243700E+04   0.243746E+04  -0.462715E+00  -0.432574E-02
   0.347000E+01   0.347000E+01   0.245200E+04   0.245200E+04   0.244529E+04   0.670532E+01   0.625444E-01
   0.109000E+01   0.109000E+01   0.807000E+03   0.807000E+03   0.873839E+03  -0.668388E+02  -0.797903E+00
   0.401000E+01   0.401000E+01   0.293300E+04   0.293300E+04   0.288243E+04   0.505703E+02   0.436184E+00
   0.382000E+01   0.382000E+01   0.265100E+04   0.265100E+04   0.272547E+04  -0.744681E+02  -0.670407E+00
   0.378000E+01   0.378000E+01   0.274900E+04   0.274900E+04   0.269286E+04   0.561431E+02   0.499278E+00
   0.506000E+01   0.506000E+01   0.375400E+04   0.375400E+04   0.380952E+04  -0.555187E+02  -0.418568E+00
   0.505000E+01   0.505000E+01   0.379100E+04   0.379100E+04   0.380022E+04  -0.922449E+01  -0.692176E-01
   0.493000E+01   0.493000E+01   0.364900E+04   0.364900E+04   0.368938E+04  -0.403784E+02  -0.309576E+00
   0.493000E+01   0.493000E+01   0.363500E+04   0.363500E+04   0.368938E+04  -0.543784E+02  -0.417696E+00
