b1_1           b1_2           b1_3           b1_4           b1_5           b1_6           b1_7           b1_8           b1_9           b1_10          a1             c1             b2_1           b2_2           b2_3           b2_4           b2_5           b2_6           b2_7           b2_8           b2_9           b2_10          a2             c2             Y1_gamma1      Y1_gamma2      LogPost        k1_1           k2_1           ktype1_1       ktype2_1       k1_2           k2_2           ktype1_2       ktype2_2       k1_3           k2_3           ktype1_3       ktype2_3       k1_4           k2_4           ktype1_4       ktype2_4       k1_5           k2_5           ktype1_5       ktype2_5       k1_6           k2_6           ktype1_6       ktype2_6       k1_7           k2_7           ktype1_7       ktype2_7       k1_8           k2_8           ktype1_8       ktype2_8       k1_9           k2_9           ktype1_9       ktype2_9       
  -0.327242E+01  -0.275883E+01  -0.205090E+01  -0.288604E+01  -0.264006E+01  -0.249965E+01  -0.266161E+01  -0.237232E+01  -0.249885E+01  -0.205474E+01   0.117254E+03   0.169276E+01   0.364386E+00   0.899275E+00   0.953101E+00   0.837331E+00   0.980029E+00   0.136928E+01   0.113085E+01   0.114428E+01   0.113478E+01   0.119128E+01   0.183393E+03   0.162495E+01   0.253645E+01   0.771019E-02  -0.136608E+04  -0.275883E+01   0.899275E+00   0.000000E+00   0.000000E+00  -0.205090E+01   0.953101E+00   0.000000E+00   0.000000E+00  -0.288604E+01   0.837331E+00   0.000000E+00   0.000000E+00  -0.264006E+01   0.980029E+00   0.000000E+00   0.000000E+00  -0.249965E+01   0.136928E+01   0.000000E+00   0.000000E+00  -0.266161E+01   0.113085E+01   0.000000E+00   0.000000E+00  -0.237232E+01   0.114428E+01   0.000000E+00   0.000000E+00  -0.249885E+01   0.113478E+01   0.000000E+00   0.000000E+00  -0.205474E+01   0.119128E+01   0.000000E+00   0.000000E+00
  -0.262324E+01  -0.278460E+01  -0.198529E+01  -0.287303E+01  -0.259803E+01  -0.242277E+01  -0.261048E+01  -0.237947E+01  -0.249839E+01  -0.205933E+01   0.117433E+03   0.168445E+01   0.778978E+00   0.728645E+00   0.142454E+01   0.736391E+00   0.118478E+01   0.139491E+01   0.113230E+01   0.111430E+01   0.115854E+01   0.118427E+01   0.184639E+03   0.162495E+01   0.857430E+00   0.593011E-02  -0.136788E+04  -0.278460E+01   0.728645E+00   0.000000E+00   0.000000E+00  -0.198529E+01   0.142454E+01   0.000000E+00   0.000000E+00  -0.287303E+01   0.736391E+00   0.000000E+00   0.000000E+00  -0.259803E+01   0.118478E+01   0.000000E+00   0.000000E+00  -0.242277E+01   0.139491E+01   0.000000E+00   0.000000E+00  -0.261048E+01   0.113230E+01   0.000000E+00   0.000000E+00  -0.237947E+01   0.111430E+01   0.000000E+00   0.000000E+00  -0.249839E+01   0.115854E+01   0.000000E+00   0.000000E+00  -0.205933E+01   0.118427E+01   0.000000E+00   0.000000E+00
  -0.282843E+01  -0.280865E+01  -0.211065E+01  -0.288689E+01  -0.262027E+01  -0.254324E+01  -0.261048E+01  -0.239957E+01  -0.256644E+01  -0.219971E+01   0.118561E+03   0.167329E+01   0.830203E+00   0.866580E+00   0.112450E+01   0.100976E+01   0.111495E+01   0.797006E+00   0.103338E+01   0.116633E+01   0.121803E+01   0.138280E+01   0.186615E+03   0.168562E+01   0.857430E+00   0.489454E-02  -0.136916E+04  -0.280865E+01   0.866580E+00   0.000000E+00   0.000000E+00  -0.211065E+01   0.112450E+01   0.000000E+00   0.000000E+00  -0.288689E+01   0.100976E+01   0.000000E+00   0.000000E+00  -0.262027E+01   0.111495E+01   0.000000E+00   0.000000E+00  -0.254324E+01   0.797006E+00   0.000000E+00   0.000000E+00  -0.261048E+01   0.103338E+01   0.000000E+00   0.000000E+00  -0.239957E+01   0.116633E+01   0.000000E+00   0.000000E+00  -0.256644E+01   0.121803E+01   0.000000E+00   0.000000E+00  -0.219971E+01   0.138280E+01   0.000000E+00   0.000000E+00
  -0.245733E+01  -0.268912E+01  -0.202923E+01  -0.292346E+01  -0.262646E+01  -0.273389E+01  -0.262446E+01  -0.240055E+01  -0.256813E+01  -0.202675E+01   0.118752E+03   0.166788E+01   0.759782E+00   0.739169E+00   0.674318E+00   0.651764E+00   0.116832E+01   0.127993E+01   0.136035E+01   0.112512E+01   0.112771E+01   0.129137E+01   0.174953E+03   0.164772E+01   0.211996E+01   0.168690E-03  -0.137715E+04  -0.268912E+01   0.739169E+00   0.000000E+00   0.000000E+00  -0.202923E+01   0.674318E+00   0.000000E+00   0.000000E+00  -0.292346E+01   0.651764E+00   0.000000E+00   0.000000E+00  -0.262646E+01   0.116832E+01   0.000000E+00   0.000000E+00  -0.273389E+01   0.127993E+01   0.000000E+00   0.000000E+00  -0.262446E+01   0.136035E+01   0.000000E+00   0.000000E+00  -0.240055E+01   0.112512E+01   0.000000E+00   0.000000E+00  -0.256813E+01   0.112771E+01   0.000000E+00   0.000000E+00  -0.202675E+01   0.129137E+01   0.000000E+00   0.000000E+00
  -0.291510E+01  -0.294992E+01  -0.215976E+01  -0.284163E+01  -0.260541E+01  -0.275731E+01  -0.261774E+01  -0.240055E+01  -0.248398E+01  -0.210462E+01   0.120049E+03   0.166637E+01   0.565298E+00   0.620141E+00   0.860914E+00   0.535297E+00   0.101908E+01   0.131076E+01   0.141757E+01   0.108895E+01   0.962205E+00   0.104159E+01   0.179172E+03   0.166466E+01   0.320929E+01   0.547814E-02  -0.137218E+04  -0.294992E+01   0.620141E+00   0.000000E+00   0.000000E+00  -0.215976E+01   0.860914E+00   0.000000E+00   0.000000E+00  -0.284163E+01   0.535297E+00   0.000000E+00   0.000000E+00  -0.260541E+01   0.101908E+01   0.000000E+00   0.000000E+00  -0.275731E+01   0.131076E+01   0.000000E+00   0.000000E+00  -0.261774E+01   0.141757E+01   0.000000E+00   0.000000E+00  -0.240055E+01   0.108895E+01   0.000000E+00   0.000000E+00  -0.248398E+01   0.962205E+00   0.000000E+00   0.000000E+00  -0.210462E+01   0.104159E+01   0.000000E+00   0.000000E+00
  -0.344045E+01  -0.303922E+01  -0.208246E+01  -0.291924E+01  -0.269743E+01  -0.269602E+01  -0.266064E+01  -0.238451E+01  -0.252462E+01  -0.206171E+01   0.120102E+03   0.165586E+01   0.450656E+00   0.813993E+00   0.988395E+00   0.504754E+00   0.668770E+00   0.958741E+00   0.116940E+01   0.105324E+01   0.107727E+01   0.107363E+01   0.182901E+03   0.164118E+01   0.317074E+01   0.236629E-02  -0.136598E+04  -0.303922E+01   0.813993E+00   0.000000E+00   0.000000E+00  -0.208246E+01   0.988395E+00   0.000000E+00   0.000000E+00  -0.291924E+01   0.504754E+00   0.000000E+00   0.000000E+00  -0.269743E+01   0.668770E+00   0.000000E+00   0.000000E+00  -0.269602E+01   0.958741E+00   0.000000E+00   0.000000E+00  -0.266064E+01   0.116940E+01   0.000000E+00   0.000000E+00  -0.238451E+01   0.105324E+01   0.000000E+00   0.000000E+00  -0.252462E+01   0.107727E+01   0.000000E+00   0.000000E+00  -0.206171E+01   0.107363E+01   0.000000E+00   0.000000E+00
  -0.272856E+01  -0.277957E+01  -0.213911E+01  -0.291924E+01  -0.263732E+01  -0.270582E+01  -0.283417E+01  -0.240087E+01  -0.252203E+01  -0.218372E+01   0.121362E+03   0.165784E+01   0.109626E+01   0.745330E+00   0.997090E+00   0.854217E+00   0.729741E+00   0.123743E+01   0.118148E+01   0.107238E+01   0.123670E+01   0.148545E+01   0.182120E+03   0.167857E+01   0.182065E+01   0.606029E-02  -0.137296E+04  -0.277957E+01   0.745330E+00   0.000000E+00   0.000000E+00  -0.213911E+01   0.997090E+00   0.000000E+00   0.000000E+00  -0.291924E+01   0.854217E+00   0.000000E+00   0.000000E+00  -0.263732E+01   0.729741E+00   0.000000E+00   0.000000E+00  -0.270582E+01   0.123743E+01   0.000000E+00   0.000000E+00  -0.283417E+01   0.118148E+01   0.000000E+00   0.000000E+00  -0.240087E+01   0.107238E+01   0.000000E+00   0.000000E+00  -0.252203E+01   0.123670E+01   0.000000E+00   0.000000E+00  -0.218372E+01   0.148545E+01   0.000000E+00   0.000000E+00
  -0.275134E+01  -0.275377E+01  -0.212274E+01  -0.292607E+01  -0.262439E+01  -0.252683E+01  -0.253169E+01  -0.237171E+01  -0.251564E+01  -0.228431E+01   0.121597E+03   0.164902E+01   0.536427E+00   0.572983E+00   0.104148E+01   0.779422E+00   0.601041E+00   0.666786E+00   0.782161E+00   0.968791E+00   0.106603E+01   0.119703E+01   0.183452E+03   0.164287E+01   0.739352E+00   0.705901E-02  -0.136516E+04  -0.275377E+01   0.572983E+00   0.000000E+00   0.000000E+00  -0.212274E+01   0.104148E+01   0.000000E+00   0.000000E+00  -0.292607E+01   0.779422E+00   0.000000E+00   0.000000E+00  -0.262439E+01   0.601041E+00   0.000000E+00   0.000000E+00  -0.252683E+01   0.666786E+00   0.000000E+00   0.000000E+00  -0.253169E+01   0.782161E+00   0.000000E+00   0.000000E+00  -0.237171E+01   0.968791E+00   0.000000E+00   0.000000E+00  -0.251564E+01   0.106603E+01   0.000000E+00   0.000000E+00  -0.228431E+01   0.119703E+01   0.000000E+00   0.000000E+00
  -0.342573E+01  -0.292794E+01  -0.195139E+01  -0.290714E+01  -0.269751E+01  -0.282273E+01  -0.269790E+01  -0.240590E+01  -0.252109E+01  -0.210422E+01   0.120453E+03   0.165755E+01   0.309109E+00   0.688840E+00   0.101078E+01   0.610242E+00   0.918305E+00   0.835204E+00   0.827153E+00   0.968791E+00   0.969716E+00   0.119076E+01   0.176752E+03   0.165358E+01   0.134080E+01   0.214333E-02  -0.136584E+04  -0.292794E+01   0.688840E+00   0.000000E+00   0.000000E+00  -0.195139E+01   0.101078E+01   0.000000E+00   0.000000E+00  -0.290714E+01   0.610242E+00   0.000000E+00   0.000000E+00  -0.269751E+01   0.918305E+00   0.000000E+00   0.000000E+00  -0.282273E+01   0.835204E+00   0.000000E+00   0.000000E+00  -0.269790E+01   0.827153E+00   0.000000E+00   0.000000E+00  -0.240590E+01   0.968791E+00   0.000000E+00   0.000000E+00  -0.252109E+01   0.969716E+00   0.000000E+00   0.000000E+00  -0.210422E+01   0.119076E+01   0.000000E+00   0.000000E+00
  -0.331968E+01  -0.292285E+01  -0.206306E+01  -0.287388E+01  -0.269751E+01  -0.274395E+01  -0.265547E+01  -0.239778E+01  -0.254938E+01  -0.231959E+01   0.118691E+03   0.165988E+01   0.211937E+00   0.516709E+00   0.918529E+00   0.462945E+00   0.664584E+00   0.801442E+00   0.102353E+01   0.101369E+01   0.969716E+00   0.133057E+01   0.176752E+03   0.164358E+01   0.865730E+01   0.170534E-02  -0.136317E+04  -0.292285E+01   0.516709E+00   0.000000E+00   0.000000E+00  -0.206306E+01   0.918529E+00   0.000000E+00   0.000000E+00  -0.287388E+01   0.462945E+00   0.000000E+00   0.000000E+00  -0.269751E+01   0.664584E+00   0.000000E+00   0.000000E+00  -0.274395E+01   0.801442E+00   0.000000E+00   0.000000E+00  -0.265547E+01   0.102353E+01   0.000000E+00   0.000000E+00  -0.239778E+01   0.101369E+01   0.000000E+00   0.000000E+00  -0.254938E+01   0.969716E+00   0.000000E+00   0.000000E+00  -0.231959E+01   0.133057E+01   0.000000E+00   0.000000E+00
  -0.351378E+01  -0.300368E+01  -0.216584E+01  -0.286631E+01  -0.262786E+01  -0.260593E+01  -0.259416E+01  -0.240871E+01  -0.251853E+01  -0.205492E+01   0.121911E+03   0.164659E+01   0.293519E+00   0.689855E+00   0.999378E+00   0.328404E+00   0.705406E+00   0.625806E+00   0.803041E+00   0.102461E+01   0.101581E+01   0.111636E+01   0.167370E+03   0.170628E+01   0.425843E+01   0.467066E-02  -0.137093E+04  -0.300368E+01   0.689855E+00   0.000000E+00   0.000000E+00  -0.216584E+01   0.999378E+00   0.000000E+00   0.000000E+00  -0.286631E+01   0.328404E+00   0.000000E+00   0.000000E+00  -0.262786E+01   0.705406E+00   0.000000E+00   0.000000E+00  -0.260593E+01   0.625806E+00   0.000000E+00   0.000000E+00  -0.259416E+01   0.803041E+00   0.000000E+00   0.000000E+00  -0.240871E+01   0.102461E+01   0.000000E+00   0.000000E+00  -0.251853E+01   0.101581E+01   0.000000E+00   0.000000E+00  -0.205492E+01   0.111636E+01   0.000000E+00   0.000000E+00
  -0.351855E+01  -0.295772E+01  -0.200222E+01  -0.290269E+01  -0.264040E+01  -0.249910E+01  -0.262454E+01  -0.241778E+01  -0.248233E+01  -0.205492E+01   0.122234E+03   0.164381E+01   0.162867E+00   0.659525E+00   0.988207E+00   0.579570E+00   0.492896E+00   0.884004E+00   0.895306E+00   0.100508E+01   0.795359E+00   0.114875E+01   0.168738E+03   0.169297E+01   0.616379E+00   0.183009E-02  -0.137065E+04  -0.295772E+01   0.659525E+00   0.000000E+00   0.000000E+00  -0.200222E+01   0.988207E+00   0.000000E+00   0.000000E+00  -0.290269E+01   0.579570E+00   0.000000E+00   0.000000E+00  -0.264040E+01   0.492896E+00   0.000000E+00   0.000000E+00  -0.249910E+01   0.884004E+00   0.000000E+00   0.000000E+00  -0.262454E+01   0.895306E+00   0.000000E+00   0.000000E+00  -0.241778E+01   0.100508E+01   0.000000E+00   0.000000E+00  -0.248233E+01   0.795359E+00   0.000000E+00   0.000000E+00  -0.205492E+01   0.114875E+01   0.000000E+00   0.000000E+00
  -0.341279E+01  -0.318569E+01  -0.198988E+01  -0.284837E+01  -0.268348E+01  -0.274512E+01  -0.267821E+01  -0.238340E+01  -0.248106E+01  -0.220368E+01   0.123296E+03   0.164083E+01   0.570770E+00   0.702943E+00   0.821524E+00   0.551262E+00   0.641933E+00   0.840268E+00   0.122569E+01   0.985908E+00   0.896341E+00   0.118735E+01   0.171627E+03   0.169297E+01   0.914908E+00   0.100434E-01  -0.137234E+04  -0.318569E+01   0.702943E+00   0.000000E+00   0.000000E+00  -0.198988E+01   0.821524E+00   0.000000E+00   0.000000E+00  -0.284837E+01   0.551262E+00   0.000000E+00   0.000000E+00  -0.268348E+01   0.641933E+00   0.000000E+00   0.000000E+00  -0.274512E+01   0.840268E+00   0.000000E+00   0.000000E+00  -0.267821E+01   0.122569E+01   0.000000E+00   0.000000E+00  -0.238340E+01   0.985908E+00   0.000000E+00   0.000000E+00  -0.248106E+01   0.896341E+00   0.000000E+00   0.000000E+00  -0.220368E+01   0.118735E+01   0.000000E+00   0.000000E+00
  -0.280946E+01  -0.286763E+01  -0.192662E+01  -0.295679E+01  -0.274631E+01  -0.265957E+01  -0.258896E+01  -0.237945E+01  -0.255019E+01  -0.220368E+01   0.122607E+03   0.163972E+01   0.450017E+00   0.427440E+00   0.975254E+00   0.495433E+00   0.747212E+00   0.106556E+01   0.113317E+01   0.985908E+00   0.115631E+01   0.132725E+01   0.188710E+03   0.163667E+01   0.253554E+00   0.152264E-03  -0.137022E+04  -0.286763E+01   0.427440E+00   0.000000E+00   0.000000E+00  -0.192662E+01   0.975254E+00   0.000000E+00   0.000000E+00  -0.295679E+01   0.495433E+00   0.000000E+00   0.000000E+00  -0.274631E+01   0.747212E+00   0.000000E+00   0.000000E+00  -0.265957E+01   0.106556E+01   0.000000E+00   0.000000E+00  -0.258896E+01   0.113317E+01   0.000000E+00   0.000000E+00  -0.237945E+01   0.985908E+00   0.000000E+00   0.000000E+00  -0.255019E+01   0.115631E+01   0.000000E+00   0.000000E+00  -0.220368E+01   0.132725E+01   0.000000E+00   0.000000E+00
  -0.310734E+01  -0.292813E+01  -0.196424E+01  -0.287053E+01  -0.267715E+01  -0.256140E+01  -0.270254E+01  -0.239420E+01  -0.252329E+01  -0.227539E+01   0.122607E+03   0.164473E+01   0.731672E+00   0.738410E+00   0.113636E+01   0.549915E+00   0.703798E+00   0.104224E+01   0.986046E+00   0.993184E+00   0.992477E+00   0.125744E+01   0.177945E+03   0.164260E+01   0.169638E+01   0.128466E-02  -0.136226E+04  -0.292813E+01   0.738410E+00   0.000000E+00   0.000000E+00  -0.196424E+01   0.113636E+01   0.000000E+00   0.000000E+00  -0.287053E+01   0.549915E+00   0.000000E+00   0.000000E+00  -0.267715E+01   0.703798E+00   0.000000E+00   0.000000E+00  -0.256140E+01   0.104224E+01   0.000000E+00   0.000000E+00  -0.270254E+01   0.986046E+00   0.000000E+00   0.000000E+00  -0.239420E+01   0.993184E+00   0.000000E+00   0.000000E+00  -0.252329E+01   0.992477E+00   0.000000E+00   0.000000E+00  -0.227539E+01   0.125744E+01   0.000000E+00   0.000000E+00
  -0.331981E+01  -0.291593E+01  -0.192514E+01  -0.290690E+01  -0.262763E+01  -0.245931E+01  -0.246355E+01  -0.235761E+01  -0.249190E+01  -0.233665E+01   0.122279E+03   0.164447E+01   0.736939E+00   0.707266E+00   0.115097E+01   0.640342E+00   0.861624E+00   0.926946E+00   0.845881E+00   0.102801E+01   0.103793E+01   0.124095E+01   0.181088E+03   0.165810E+01   0.150598E+01   0.225755E-02  -0.137060E+04  -0.291593E+01   0.707266E+00   0.000000E+00   0.000000E+00  -0.192514E+01   0.115097E+01   0.000000E+00   0.000000E+00  -0.290690E+01   0.640342E+00   0.000000E+00   0.000000E+00  -0.262763E+01   0.861624E+00   0.000000E+00   0.000000E+00  -0.245931E+01   0.926946E+00   0.000000E+00   0.000000E+00  -0.246355E+01   0.845881E+00   0.000000E+00   0.000000E+00  -0.235761E+01   0.102801E+01   0.000000E+00   0.000000E+00  -0.249190E+01   0.103793E+01   0.000000E+00   0.000000E+00  -0.233665E+01   0.124095E+01   0.000000E+00   0.000000E+00
  -0.283801E+01  -0.290812E+01  -0.201471E+01  -0.284387E+01  -0.265831E+01  -0.256536E+01  -0.246355E+01  -0.236267E+01  -0.250656E+01  -0.232017E+01   0.122279E+03   0.165415E+01   0.108093E+01   0.887226E+00   0.959135E+00   0.757849E+00   0.969330E+00   0.105131E+01   0.983096E+00   0.104705E+01   0.111344E+01   0.151008E+01   0.189740E+03   0.162656E+01   0.261430E+01   0.383162E-02  -0.136387E+04  -0.290812E+01   0.887226E+00   0.000000E+00   0.000000E+00  -0.201471E+01   0.959135E+00   0.000000E+00   0.000000E+00  -0.284387E+01   0.757849E+00   0.000000E+00   0.000000E+00  -0.265831E+01   0.969330E+00   0.000000E+00   0.000000E+00  -0.256536E+01   0.105131E+01   0.000000E+00   0.000000E+00  -0.246355E+01   0.983096E+00   0.000000E+00   0.000000E+00  -0.236267E+01   0.104705E+01   0.000000E+00   0.000000E+00  -0.250656E+01   0.111344E+01   0.000000E+00   0.000000E+00  -0.232017E+01   0.151008E+01   0.000000E+00   0.000000E+00
  -0.328086E+01  -0.277702E+01  -0.211886E+01  -0.288638E+01  -0.265831E+01  -0.218233E+01  -0.256150E+01  -0.238449E+01  -0.252211E+01  -0.206222E+01   0.120320E+03   0.165970E+01   0.468950E+00   0.845864E+00   0.119319E+01   0.648205E+00   0.849474E+00   0.127389E+01   0.105900E+01   0.103581E+01   0.109804E+01   0.121470E+01   0.188844E+03   0.163633E+01   0.263628E+01   0.256804E-02  -0.136413E+04  -0.277702E+01   0.845864E+00   0.000000E+00   0.000000E+00  -0.211886E+01   0.119319E+01   0.000000E+00   0.000000E+00  -0.288638E+01   0.648205E+00   0.000000E+00   0.000000E+00  -0.265831E+01   0.849474E+00   0.000000E+00   0.000000E+00  -0.218233E+01   0.127389E+01   0.000000E+00   0.000000E+00  -0.256150E+01   0.105900E+01   0.000000E+00   0.000000E+00  -0.238449E+01   0.103581E+01   0.000000E+00   0.000000E+00  -0.252211E+01   0.109804E+01   0.000000E+00   0.000000E+00  -0.206222E+01   0.121470E+01   0.000000E+00   0.000000E+00
  -0.299256E+01  -0.276003E+01  -0.204801E+01  -0.282446E+01  -0.263652E+01  -0.255352E+01  -0.251391E+01  -0.238449E+01  -0.249898E+01  -0.230353E+01   0.122249E+03   0.164978E+01   0.664979E+00   0.811060E+00   0.120256E+01   0.649156E+00   0.849474E+00   0.811423E+00   0.962777E+00   0.967377E+00   0.101994E+01   0.137164E+01   0.179500E+03   0.169588E+01   0.301147E+00   0.342349E-02  -0.136697E+04  -0.276003E+01   0.811060E+00   0.000000E+00   0.000000E+00  -0.204801E+01   0.120256E+01   0.000000E+00   0.000000E+00  -0.282446E+01   0.649156E+00   0.000000E+00   0.000000E+00  -0.263652E+01   0.849474E+00   0.000000E+00   0.000000E+00  -0.255352E+01   0.811423E+00   0.000000E+00   0.000000E+00  -0.251391E+01   0.962777E+00   0.000000E+00   0.000000E+00  -0.238449E+01   0.967377E+00   0.000000E+00   0.000000E+00  -0.249898E+01   0.101994E+01   0.000000E+00   0.000000E+00  -0.230353E+01   0.137164E+01   0.000000E+00   0.000000E+00
  -0.225537E+01  -0.286141E+01  -0.204801E+01  -0.283594E+01  -0.259107E+01  -0.257969E+01  -0.259730E+01  -0.234152E+01  -0.249898E+01  -0.222920E+01   0.121392E+03   0.166080E+01   0.987167E+00   0.772023E+00   0.128100E+01   0.549248E+00   0.694775E+00   0.556644E+00   0.891002E+00   0.103844E+01   0.106379E+01   0.136761E+01   0.188710E+03   0.165076E+01   0.156853E+01   0.245542E-02  -0.136652E+04  -0.286141E+01   0.772023E+00   0.000000E+00   0.000000E+00  -0.204801E+01   0.128100E+01   0.000000E+00   0.000000E+00  -0.283594E+01   0.549248E+00   0.000000E+00   0.000000E+00  -0.259107E+01   0.694775E+00   0.000000E+00   0.000000E+00  -0.257969E+01   0.556644E+00   0.000000E+00   0.000000E+00  -0.259730E+01   0.891002E+00   0.000000E+00   0.000000E+00  -0.234152E+01   0.103844E+01   0.000000E+00   0.000000E+00  -0.249898E+01   0.106379E+01   0.000000E+00   0.000000E+00  -0.222920E+01   0.136761E+01   0.000000E+00   0.000000E+00
  -0.166824E+01  -0.244843E+01  -0.204801E+01  -0.289678E+01  -0.261820E+01  -0.260693E+01  -0.257709E+01  -0.237827E+01  -0.252188E+01  -0.222318E+01   0.120491E+03   0.166159E+01   0.126580E+01   0.105055E+01   0.118467E+01   0.544014E+00   0.794441E+00   0.885572E+00   0.807850E+00   0.899146E+00   0.971559E+00   0.132050E+01   0.159948E+03   0.169002E+01   0.162704E+00   0.952744E-03  -0.136880E+04  -0.244843E+01   0.105055E+01   0.000000E+00   0.000000E+00  -0.204801E+01   0.118467E+01   0.000000E+00   0.000000E+00  -0.289678E+01   0.544014E+00   0.000000E+00   0.000000E+00  -0.261820E+01   0.794441E+00   0.000000E+00   0.000000E+00  -0.260693E+01   0.885572E+00   0.000000E+00   0.000000E+00  -0.257709E+01   0.807850E+00   0.000000E+00   0.000000E+00  -0.237827E+01   0.899146E+00   0.000000E+00   0.000000E+00  -0.252188E+01   0.971559E+00   0.000000E+00   0.000000E+00  -0.222318E+01   0.132050E+01   0.000000E+00   0.000000E+00
  -0.261718E+01  -0.315873E+01  -0.202160E+01  -0.290644E+01  -0.261820E+01  -0.272965E+01  -0.257709E+01  -0.237802E+01  -0.253255E+01  -0.222823E+01   0.120297E+03   0.164381E+01   0.116251E+01   0.376482E+00   0.957436E+00   0.321100E+00   0.510585E+00   0.532077E+00   0.878720E+00   0.832062E+00   0.855664E+00   0.121147E+01   0.170903E+03   0.166705E+01   0.182931E+01   0.335247E-02  -0.137249E+04  -0.315873E+01   0.376482E+00   0.000000E+00   0.000000E+00  -0.202160E+01   0.957436E+00   0.000000E+00   0.000000E+00  -0.290644E+01   0.321100E+00   0.000000E+00   0.000000E+00  -0.261820E+01   0.510585E+00   0.000000E+00   0.000000E+00  -0.272965E+01   0.532077E+00   0.000000E+00   0.000000E+00  -0.257709E+01   0.878720E+00   0.000000E+00   0.000000E+00  -0.237802E+01   0.832062E+00   0.000000E+00   0.000000E+00  -0.253255E+01   0.855664E+00   0.000000E+00   0.000000E+00  -0.222823E+01   0.121147E+01   0.000000E+00   0.000000E+00
  -0.284286E+01  -0.291244E+01  -0.211071E+01  -0.287811E+01  -0.255934E+01  -0.248872E+01  -0.229489E+01  -0.237802E+01  -0.253255E+01  -0.218250E+01   0.121070E+03   0.164942E+01   0.132462E+01   0.938915E+00   0.132123E+01   0.654514E+00   0.358864E+00   0.388966E+00   0.475272E+00   0.940192E+00   0.970030E+00   0.133123E+01   0.182748E+03   0.162195E+01   0.704124E+01   0.315328E-02  -0.137447E+04  -0.291244E+01   0.938915E+00   0.000000E+00   0.000000E+00  -0.211071E+01   0.132123E+01   0.000000E+00   0.000000E+00  -0.287811E+01   0.654514E+00   0.000000E+00   0.000000E+00  -0.255934E+01   0.358864E+00   0.000000E+00   0.000000E+00  -0.248872E+01   0.388966E+00   0.000000E+00   0.000000E+00  -0.229489E+01   0.475272E+00   0.000000E+00   0.000000E+00  -0.237802E+01   0.940192E+00   0.000000E+00   0.000000E+00  -0.253255E+01   0.970030E+00   0.000000E+00   0.000000E+00  -0.218250E+01   0.133123E+01   0.000000E+00   0.000000E+00
  -0.284286E+01  -0.312679E+01  -0.200918E+01  -0.289267E+01  -0.259602E+01  -0.240062E+01  -0.270071E+01  -0.238663E+01  -0.250503E+01  -0.206792E+01   0.120259E+03   0.165123E+01   0.116904E+01   0.773030E+00   0.855428E+00   0.484809E+00   0.341594E+00   0.790724E+00   0.624098E+00   0.828006E+00   0.891074E+00   0.997570E+00   0.156512E+03   0.167401E+01   0.161449E+00   0.171792E-02  -0.137156E+04  -0.312679E+01   0.773030E+00   0.000000E+00   0.000000E+00  -0.200918E+01   0.855428E+00   0.000000E+00   0.000000E+00  -0.289267E+01   0.484809E+00   0.000000E+00   0.000000E+00  -0.259602E+01   0.341594E+00   0.000000E+00   0.000000E+00  -0.240062E+01   0.790724E+00   0.000000E+00   0.000000E+00  -0.270071E+01   0.624098E+00   0.000000E+00   0.000000E+00  -0.238663E+01   0.828006E+00   0.000000E+00   0.000000E+00  -0.250503E+01   0.891074E+00   0.000000E+00   0.000000E+00  -0.206792E+01   0.997570E+00   0.000000E+00   0.000000E+00
  -0.263392E+01  -0.293918E+01  -0.201516E+01  -0.287932E+01  -0.251931E+01  -0.271276E+01  -0.238207E+01  -0.238663E+01  -0.252553E+01  -0.199656E+01   0.120625E+03   0.165551E+01   0.854636E+00   0.642108E+00   0.951375E+00   0.555485E+00   0.429586E+00   0.423973E+00   0.475198E+00   0.882099E+00   0.942136E+00   0.106862E+01   0.168656E+03   0.166511E+01   0.102757E+02   0.469570E-03  -0.137355E+04  -0.293918E+01   0.642108E+00   0.000000E+00   0.000000E+00  -0.201516E+01   0.951375E+00   0.000000E+00   0.000000E+00  -0.287932E+01   0.555485E+00   0.000000E+00   0.000000E+00  -0.251931E+01   0.429586E+00   0.000000E+00   0.000000E+00  -0.271276E+01   0.423973E+00   0.000000E+00   0.000000E+00  -0.238207E+01   0.475198E+00   0.000000E+00   0.000000E+00  -0.238663E+01   0.882099E+00   0.000000E+00   0.000000E+00  -0.252553E+01   0.942136E+00   0.000000E+00   0.000000E+00  -0.199656E+01   0.106862E+01   0.000000E+00   0.000000E+00
