X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.640000E+00   0.640000E+00   0.795000E+03   0.795000E+03   0.753218E+03   0.417816E+02   0.104998E+01
   0.570000E+00   0.570000E+00   0.762000E+03   0.762000E+03   0.723443E+03   0.385572E+02   0.101086E+01
   0.662000E+01   0.662000E+01   0.710000E+04   0.710000E+04   0.774327E+04  -0.643270E+03  -0.120777E+01
   0.662000E+01   0.662000E+01   0.710000E+04   0.710000E+04   0.774327E+04  -0.643270E+03  -0.120777E+01
   0.490000E+01   0.490000E+01   0.464000E+04   0.464000E+04   0.495142E+04  -0.311419E+03  -0.134166E+01
   0.425000E+01   0.425000E+01   0.413000E+04   0.413000E+04   0.403916E+04   0.908371E+02   0.439697E+00
   0.310000E+01   0.310000E+01   0.274500E+04   0.274500E+04   0.268484E+04   0.601647E+02   0.438139E+00
   0.304000E+01   0.304000E+01   0.262000E+04   0.262000E+04   0.261954E+04   0.461150E+00   0.351836E-02
   0.227000E+01   0.227000E+01   0.184000E+04   0.184000E+04   0.185760E+04  -0.175985E+02  -0.191166E+00
   0.220000E+01   0.220000E+01   0.174500E+04   0.174500E+04   0.179571E+04  -0.507134E+02  -0.580853E+00
   0.960000E+00   0.960000E+00   0.975000E+03   0.975000E+03   0.956477E+03   0.185230E+02   0.379604E+00
   0.105000E+01   0.105000E+01   0.100000E+04   0.100000E+04   0.999358E+03   0.642144E+00   0.128309E-01
   0.270000E+00   0.270000E+00   0.655000E+03   0.655000E+03   0.653565E+03   0.143506E+01   0.437586E-01
   0.220000E+00   0.220000E+00   0.630000E+03   0.630000E+03   0.633444E+03  -0.344415E+01  -0.109181E+00
   0.840000E+00   0.840000E+00   0.890000E+03   0.890000E+03   0.900489E+03  -0.104894E+02  -0.235471E+00
   0.500000E+00   0.500000E+00   0.730000E+03   0.730000E+03   0.749359E+03  -0.193587E+02  -0.529703E+00
   0.390000E+00   0.390000E+00   0.693000E+03   0.693000E+03   0.702885E+03  -0.988496E+01  -0.284904E+00
   0.320000E+00   0.320000E+00   0.675000E+03   0.675000E+03   0.673939E+03   0.106109E+01   0.313980E-01
   0.226000E+01   0.226000E+01   0.186000E+04   0.186000E+04   0.184868E+04   0.113217E+02   0.121664E+00
   0.216000E+01   0.216000E+01   0.176500E+04   0.176500E+04   0.176094E+04   0.406209E+01   0.460001E-01
   0.200000E+01   0.200000E+01   0.163500E+04   0.163500E+04   0.162621E+04   0.878982E+01   0.107449E+00
   0.202000E+01   0.202000E+01   0.162000E+04   0.162000E+04   0.164266E+04  -0.226619E+02  -0.279585E+00
   0.420000E+00   0.420000E+00   0.720000E+03   0.720000E+03   0.715440E+03   0.455958E+01   0.126497E+00
   0.700000E+00   0.700000E+00   0.860000E+03   0.860000E+03   0.836904E+03   0.230956E+02   0.536553E+00
   0.145000E+01   0.145000E+01   0.123000E+04   0.123000E+04   0.122135E+04   0.865240E+01   0.140578E+00
   0.146000E+01   0.146000E+01   0.122000E+04   0.122000E+04   0.122781E+04  -0.781104E+01  -0.127946E+00
   0.170000E+01   0.170000E+01   0.139000E+04   0.139000E+04   0.139347E+04  -0.346709E+01  -0.498492E-01
   0.182000E+01   0.182000E+01   0.144000E+04   0.144000E+04   0.148333E+04  -0.433296E+02  -0.601348E+00
   0.246000E+01   0.246000E+01   0.203000E+04   0.203000E+04   0.203201E+04  -0.201389E+01  -0.198295E-01
   0.252000E+01   0.252000E+01   0.213000E+04   0.213000E+04   0.208900E+04   0.409966E+02   0.384728E+00
   0.309000E+01   0.309000E+01   0.276000E+04   0.276000E+04   0.267390E+04   0.861045E+02   0.623638E+00
   0.317000E+01   0.317000E+01   0.282500E+04   0.282500E+04   0.276205E+04   0.629524E+02   0.445460E+00
   0.352000E+01   0.352000E+01   0.330000E+04   0.330000E+04   0.316446E+04   0.135544E+03   0.821104E+00
   0.363000E+01   0.363000E+01   0.336000E+04   0.336000E+04   0.329643E+04   0.635656E+02   0.378189E+00
   0.482000E+01   0.482000E+01   0.462500E+04   0.462500E+04   0.488324E+04  -0.258235E+03  -0.111615E+01
   0.478000E+01   0.478000E+01   0.454500E+04   0.454500E+04   0.482535E+04  -0.280346E+03  -0.123304E+01
   0.208000E+01   0.208000E+01   0.172000E+04   0.172000E+04   0.169269E+04   0.273105E+02   0.317362E+00
   0.224000E+01   0.224000E+01   0.178000E+04   0.178000E+04   0.183092E+04  -0.509172E+02  -0.571724E+00
   0.320000E+01   0.320000E+01   0.291000E+04   0.291000E+04   0.279548E+04   0.114523E+03   0.786726E+00
   0.320000E+01   0.320000E+01   0.290000E+04   0.290000E+04   0.279548E+04   0.104523E+03   0.480464E+00
   0.320000E+01   0.320000E+01   0.290000E+04   0.290000E+04   0.279548E+04   0.104523E+03   0.720504E+00
   0.850000E+00   0.850000E+00   0.944000E+03   0.944000E+03   0.905103E+03   0.388971E+02   0.823321E+00
   0.890000E+00   0.890000E+00   0.925000E+03   0.925000E+03   0.923652E+03   0.134810E+01   0.291191E-01
   0.380000E+00   0.380000E+00   0.670000E+03   0.670000E+03   0.698720E+03  -0.287198E+02  -0.571181E+00
   0.330000E+00   0.330000E+00   0.675000E+03   0.675000E+03   0.678044E+03  -0.304395E+01  -0.900703E-01
   0.250000E+00   0.250000E+00   0.650000E+03   0.650000E+03   0.645486E+03   0.451384E+01   0.138697E+00
   0.400000E+00   0.400000E+00   0.727000E+03   0.727000E+03   0.707060E+03   0.199399E+02   0.547891E+00
   0.190000E+00   0.190000E+00   0.635000E+03   0.635000E+03   0.621494E+03   0.135062E+02   0.424800E+00
   0.250000E+00   0.250000E+00   0.650000E+03   0.650000E+03   0.645486E+03   0.451384E+01   0.138697E+00
   0.330000E+01   0.330000E+01   0.273500E+04   0.273500E+04   0.254810E+04   0.186902E+03   0.136610E+01
   0.333000E+01   0.333000E+01   0.277500E+04   0.277500E+04   0.258008E+04   0.194921E+03   0.140419E+01
   0.245000E+01   0.245000E+01   0.173000E+04   0.173000E+04   0.173303E+04  -0.302940E+01  -0.349993E-01
   0.209000E+01   0.209000E+01   0.138500E+04   0.138500E+04   0.144584E+04  -0.608361E+02  -0.877812E+00
   0.196000E+01   0.196000E+01   0.132000E+04   0.132000E+04   0.135182E+04  -0.318192E+02  -0.481730E+00
