"h" "inf" "sup" "maxpost" "period"
"657" 2.56 883.74 1289.55 1075.07 1
"658" 2.57 889.73 1286.97 1081.72 1
"659" 2.58 894.06 1299.06 1088.39 1
"660" 2.59 906.44 1304.79 1095.08 1
"661" 2.6 904.12 1301.78 1101.78 1
"662" 2.61 909.91 1314.54 1108.5 1
"663" 2.62 919.4 1313.23 1115.23 1
"664" 2.63 931.29 1323.08 1121.98 1
"665" 2.64 935.91 1334.45 1128.75 1
"666" 2.65 944.2 1339.23 1135.53 1
"667" 2.66 940.23 1344.73 1142.32 1
"668" 2.67 941.86 1354.21 1149.14 1
"669" 2.68 953.3 1353.42 1155.97 1
"670" 2.69 965.97 1365.82 1162.81 1
"671" 2.7 971.84 1371.83 1169.68 1
"672" 2.71 978.97 1382.8 1176.55 1
"673" 2.72 980.14 1376 1183.45 1
"674" 2.73 982.29 1390.65 1190.35 1
"675" 2.74 991.63 1393.72 1197.28 1
"676" 2.75 995.24 1392.5 1204.22 1
"677" 2.76 1008.39 1395.25 1211.18 1
"678" 2.77 1014.53 1410.06 1218.15 1
"679" 2.78 1018.37 1414.74 1225.14 1
"680" 2.79 1029.87 1423.15 1232.14 1
"681" 2.8 1029.68 1424.93 1239.16 1
"682" 2.81 1031.41 1434.52 1246.19 1
"683" 2.82 1047.49 1444.45 1253.24 1
"684" 2.83 1054.96 1455.57 1260.31 1
"685" 2.84 1063.64 1455.68 1267.39 1
"686" 2.85 1054.92 1455.76 1274.49 1
"687" 2.86 1065.44 1464.35 1281.6 1
"688" 2.87 1076.69 1474.99 1288.73 1
"689" 2.88 1070.33 1475.9 1295.87 1
"690" 2.89 1084.1 1483.78 1303.03 1
"691" 2.9 1103.84 1499.48 1310.21 1
"692" 2.91 1099.72 1500.06 1317.4 1
"693" 2.92 1103.21 1508.17 1324.6 1
"694" 2.93 1108.83 1527.23 1331.82 1
"695" 2.94 1114.83 1528.5 1339.06 1
"696" 2.95 1127.5 1529.48 1346.31 1
"697" 2.96 1125.83 1541.44 1353.58 1
"698" 2.97 1133.17 1553.82 1360.86 1
"699" 2.98 1137.89 1550.83 1368.16 1
"700" 2.99 1139.61 1561.07 1375.47 1
"701" 3 1156.45 1576.63 1382.8 1
